country,year,primary_energy_consumption,per_capita_energy,population,gdp,pm25_concentration,pm10_concentration,no2_concentration,num_cities_measured
Saudi Arabia,2014,2931.717,0.00010110021933485566,28998127.0,1520484201383.0,50.0,212.5,,2
Saudi Arabia,2015,3056.625,0.0001019726675719561,29974944.0,1591797027903.0,69.0,85.0,,1
Saudi Arabia,2016,3179.844,0.00010351794679072762,30717804.0,1629412617614.0,86.0,119.0,,1
Saudi Arabia,2017,3181.819,0.00010336487733250169,30782400.0,1628276592787.0,75.0,115.7,,1
Saudi Arabia,2019,2967.379,9.737792797506787e-05,30472809.0,1687180073621.0,34.12,,,1
Senegal,2010,26.389,2.088494420999764e-06,12635418.0,29674469620.0,,,22.07,1
Senegal,2011,27.694,2.1370637728412483e-06,12958902.0,30201416523.0,,,27.67,1
Senegal,2012,27.11,2.0367380666945693e-06,13310499.0,31410375400.0,,,24.52,1
Senegal,2013,28.245,2.060046283029573e-06,13710857.0,32167998974.0,30.0,130.0,36.16,1
Senegal,2014,31.419,2.2200940736511033e-06,14152103.0,34170131826.0,25.0,125.0,34.19,1
Senegal,2015,36.498,2.5010047394923775e-06,14593335.0,36345743124.0,33.0,145.0,19.6,1
Senegal,2016,35.216,2.3423432891126467e-06,15034517.0,38655882471.0,29.42,132.86,20.33,1
Senegal,2017,37.261,2.407818907410733e-06,15475001.0,41519118886.0,19.86,143.31,22.1,1
Senegal,2018,37.597,2.3624375137256947e-06,15914495.0,44097044770.0,42.0,136.19,15.68,1
Senegal,2019,41.889,2.561559931231879e-06,16352926.0,46131678369.0,,136.26,16.79,1
Serbia,2010,178.854,2.418294962379014e-05,7395872.0,88047936265.0,,34.05,21.743000000000002,10
Serbia,2013,172.298,2.367972328348531e-05,7276183.0,93027618312.0,,37.52,23.977857142857143,14
Serbia,2014,150.18,2.0779823121060805e-05,7227203.0,91548933459.0,,33.6625,24.37625,9
Serbia,2015,170.528,2.3759494748481208e-05,7177257.0,93202353035.0,,29.259999999999998,19.033749999999998,10
Serbia,2016,174.139,2.4436847002764354e-05,7126083.0,96313997829.0,22.67,30.136666666666667,20.242,7
Serbia,2017,181.355,2.5638625931945778e-05,7073507.0,98337716405.0,,47.255,30.105,5
Serbia,2018,181.075,2.579410810291831e-05,7020014.0,102758122729.0,,41.18,24.28142857142857,8
Serbia,2019,181.056,2.5990808415833414e-05,6966155.0,107209329080.0,,37.535,24.265555555555554,10
Singapore,2010,792.033,0.0001560035217509484,5077020.0,297586792174.0,17.0,,23.0,1
Singapore,2011,824.16,0.00015903541362985365,5182242.0,319718127421.0,17.0,,25.0,1
Singapore,2012,831.272,0.00015704096370064676,5293345.0,333899221028.0,19.0,,25.0,1
Singapore,2013,843.129,0.00015655279301855378,5385589.0,349985256634.0,20.0,,25.0,1
Singapore,2014,860.464,0.00015765480453192705,5457899.0,363759075569.0,18.0,30.0,24.0,1
Singapore,2015,911.619,0.00016498867129153793,5525343.0,374587437267.0,24.0,,22.0,1
Singapore,2016,960.892,0.00017226658749759768,5577936.0,388078809982.0,15.0,,26.0,1
Singapore,2017,986.095,0.00017595997349791322,5604087.0,405715948493.0,14.0,,25.0,1
Singapore,2018,993.577,0.00017634228944303582,5634366.0,420221993120.0,15.0,29.0,26.0,1
Singapore,2019,974.507,0.00017188400091576738,5669562.0,425816263950.0,16.0,,23.0,1
Singapore,2020,913.371,0.00016251716368474796,5620151.0,409204971045.0,11.0,,20.0,1
Slovakia,2010,205.5,3.8113028591077245e-05,5391857.0,118344324253.0,21.6535,33.88423076923077,28.843,26
Slovakia,2014,181.12,3.344636006764615e-05,5415238.0,126232947119.0,19.21333333333333,26.857222222222223,18.735714285714288,22
Slovakia,2015,182.99,3.376026100506284e-05,5420278.0,132755573802.0,18.6575,27.497142857142855,26.593333333333334,12
Slovakia,2016,184.744,3.4040000280067554e-05,5427262.0,135336424966.0,14.9125,22.46666666666667,19.116470588235295,22
Slovakia,2017,194.595,3.579942388306055e-05,5435702.0,139312659832.0,19.038888888888888,26.538888888888888,19.979,30
Slovakia,2018,191.296,3.514384568424367e-05,5443229.0,144927513498.0,18.11740740740741,25.626296296296296,18.08047619047619,31
Slovakia,2019,184.849,3.3913346115960605e-05,5450627.0,148579167627.0,15.594074074074074,22.301111111111112,16.839523809523808,31
Slovenia,2010,86.567,4.233910509138413e-05,2044611.0,53649775101.0,18.69666666666667,28.530909090909095,22.098750000000003,13
Slovenia,2013,80.779,3.928076123342534e-05,2056452.0,51803647300.0,17.143333333333334,24.950714285714287,21.023333333333333,14
Slovenia,2014,82.861,4.0255150250559295e-05,2058395.0,53237651266.0,15.066666666666665,22.395,19.014444444444443,14
Slovenia,2015,74.716,3.627085370199024e-05,2059946.0,54414237086.0,17.643333333333334,25.925714285714285,20.752222222222223,14
Slovenia,2016,79.858,3.874008612681123e-05,2061379.0,56151179265.0,17.383333333333333,23.70785714285714,19.354444444444443,14
Slovenia,2017,80.721,3.9139162436179036e-05,2062410.0,58855036945.0,16.53,24.61357142857143,22.384444444444444,14
Slovenia,2018,82.391,3.9812339694339265e-05,2069484.0,61476689663.0,15.3675,24.032142857142855,18.667777777777776,14
Slovenia,2019,80.002,3.839903083269096e-05,2083438.0,63598215879.0,12.452499999999999,20.625,18.89,14
South Africa,2010,1463.989,2.7968586380032862e-05,52344047.0,607601612432.0,34.697500000000005,42.538333333333334,38.86,7
South Africa,2011,1446.214,2.7289521928886706e-05,52995212.0,645388107070.0,47.825,39.592,21.346666666666664,7
South Africa,2012,1424.104,2.6478913149743496e-05,53782570.0,660853021773.0,27.28857142857143,53.39,22.98,11
South Africa,2013,1430.569,2.6163143444892314e-05,54678789.0,677278303675.0,24.224999999999998,41.248000000000005,30.05875,11
South Africa,2014,1448.045,2.604639207523576e-05,55594840.0,686853872664.0,21.80333333333333,41.491,25.60666666666667,10
South Africa,2015,1415.416,2.4952887281216037e-05,56723536.0,695933197143.0,19.3625,35.33111111111111,23.5,10
South Africa,2016,1480.061,2.584828207696358e-05,57259550.0,700558003750.0,22.853749999999998,44.23090909090909,29.66111111111111,12
South Africa,2017,1475.142,2.5594481757124705e-05,57635158.0,708670169977.0,15.886000000000001,31.282,20.183333333333334,8
South Africa,2018,1409.859,2.4053690750282515e-05,58613001.0,719458334697.0,22.49625,40.72909090909091,30.163,13
South Africa,2019,1471.708,2.4698109749835033e-05,59587880.0,721641639539.0,21.082666666666668,43.00222222222222,18.64466666666667,20
South Africa,2020,1399.597,2.3110008864579847e-05,60562374.0,675871755463.0,22.632857142857144,36.92625,16.485,19
South Africa,2021,1405.65,2.2855130584556407e-05,61502602.0,709077881289.0,22.334,52.338125,16.84846153846154,17
Spain,2010,1692.348,3.6130039603147437e-05,46840469.0,1480376411582.0,9.866119402985074,21.75533039647577,18.093828382838286,316
Spain,2011,1661.356,3.534947414828363e-05,46998040.0,1477187548437.0,12.792222222222222,,,9
Spain,2012,1647.511,3.5039765242158893e-05,47018323.0,1433478645419.0,12.597142857142858,18.02214285714286,,47
Spain,2013,1578.531,3.368582432320138e-05,46860394.0,1413362053623.0,8.446447368421053,18.334708737864077,15.800357142857145,303
Spain,2014,1554.219,3.326654064976238e-05,46720187.0,1433089409797.0,8.469135802469136,18.734103773584906,15.480899653979238,303
Spain,2015,1573.144,3.369794109860612e-05,46683683.0,1488098863146.0,9.496781609195402,20.314252336448597,16.832926829268292,303
Spain,2016,1582.913,3.38715866348854e-05,46732768.0,1533303930046.0,8.35840909090909,18.64212962962963,15.606470588235293,305
Spain,2017,1602.043,3.418158863481162e-05,46868594.0,1578931492849.0,9.550217391304347,20.3150462962963,16.50164948453608,303
Spain,2018,1628.672,3.4584297643523855e-05,47092817.0,1615001473949.0,9.016129032258064,17.97262910798122,14.50216494845361,304
Spain,2019,1583.871,3.3390259508350366e-05,47435121.0,1647042667976.0,8.96968085106383,18.77761467889908,14.307256944444443,304
Sri Lanka,2011,75.579,3.5974489855659372e-06,21009054.0,195461606183.0,,64.0,,1
Sri Lanka,2013,79.214,3.708723919274788e-06,21358829.0,220937614421.0,,64.0,,1
Sri Lanka,2017,106.731,4.832184683435559e-06,22087525.0,273915973018.0,31.39,,,1
Sri Lanka,2018,112.369,5.0495849659885835e-06,22253116.0,280243422762.0,31.66,,,1
Sri Lanka,2019,113.035,5.043829353243954e-06,22410552.0,279626891521.0,23.58,,,1
Sweden,2010,621.735,6.62955306937319e-05,9378234.0,399838964466.0,7.445555555555556,17.247307692307693,20.390555555555558,29
Sweden,2013,603.543,6.286500246859057e-05,9600620.0,399973749048.0,6.3774999999999995,17.93375,17.69962962962963,36
Sweden,2014,600.777,6.19585253883952e-05,9696438.0,410604225974.0,8.085,17.503461538461536,15.652941176470586,43
Sweden,2015,622.062,6.347906313016717e-05,9799483.0,429037422635.0,6.3853333333333335,15.10206896551724,14.02742857142857,48
Sweden,2016,609.401,6.141124089905344e-05,9923281.0,437921057919.0,5.863684210526316,13.97809523809524,14.76288888888889,58
Sweden,2017,631.343,6.277108141450311e-05,10057864.0,449166531542.0,5.022,13.711666666666666,14.239583333333334,59
Sweden,2018,609.195,5.9869390883896464e-05,10175400.0,457925387676.0,6.572222222222222,17.231714285714286,15.248297872340425,53
Sweden,2019,625.819,6.088254636583676e-05,10279120.0,467020665386.0,5.623333333333333,15.882499999999999,14.380476190476191,54
Switzerland,2010,359.477,4.593514998562438e-05,7825750.0,451139715920.0,,17.57190476190476,20.910476190476192,21
Switzerland,2011,334.923,4.23182918078601e-05,7914379.0,467103594697.0,14.577777777777776,20.764814814814816,25.148202247191012,94
Switzerland,2012,354.065,4.426406191730466e-05,7998927.0,472611933649.0,12.733333333333333,17.846913580246913,24.236704545454543,93
Switzerland,2013,359.146,4.43872410009938e-05,8091199.0,481081829913.0,14.046153846153846,18.128773584905662,24.569375,117
Switzerland,2014,344.44,4.2054943946683846e-05,8190238.0,492386642888.0,8.977777777777778,14.95888888888889,23.238720930232557,89
Switzerland,2015,336.322,4.0599280052728534e-05,8283940.0,500484653705.0,11.447333333333335,16.563469387755102,23.96019230769231,108
Switzerland,2016,316.245,3.776103436660699e-05,8374903.0,510838097521.0,10.223749999999999,14.366458333333334,22.429899999999996,105
Switzerland,2017,316.995,3.749809253539604e-05,8453630.0,517799793781.0,11.481851851851852,14.603365384615385,22.491904761904763,109
Switzerland,2018,321.458,3.7746022616990096e-05,8516341.0,532611137213.0,11.253684210526316,14.63190476190476,20.221238095238096,110
Switzerland,2019,335.955,3.916689254767546e-05,8577525.0,538693495449.0,9.358064516129033,13.026200000000001,19.298823529411766,105
Switzerland,2020,309.602,3.583115118865836e-05,8640582.0,525896489462.0,9.084821428571429,12.726923076923077,16.98155844155844,82
Tajikistan,2019,44.148,4.6325434392763045e-06,9529970.0,40979787244.0,71.52,,,1
Thailand,2014,1357.17,1.9328400978677876e-05,70216362.0,971562808709.0,,44.79653846153846,,26
Thailand,2015,1377.446,1.9526944035937675e-05,70540787.0,1002011619070.0,27.87,39.845,19.47,2
Thailand,2016,1405.572,1.9835947966855976e-05,70859835.0,1036430730493.0,,44.1404,18.895,25
Thailand,2017,1432.683,2.0133211293175005e-05,71160183.0,1079732734924.0,,40.477391304347826,,23
Thailand,2019,1479.745,2.0689291938521407e-05,71522264.0,1149130685920.0,24.6659375,43.5358064516129,20.174,34
Trinidad And Tobago,2016,195.773,0.00013623436098455775,1437031.0,42362516644.0,11.9,25.2,13.3,1
Trinidad And Tobago,2017,207.067,0.000143272687015876,1445265.0,40368511597.0,14.7,26.575000000000003,8.0,2
Trinidad And Tobago,2018,194.039,0.00013195246313893976,1470522.0,40016907555.0,12.4,23.05,6.550000000000001,2
Trinidad And Tobago,2019,195.203,0.00013145886114736502,1484898.0,40060922958.0,11.933333333333332,28.5,12.4,3
Tunisia,2010,88.449,8.215598314097438e-06,10765984.0,112484995734.0,,78.75,,4
Turkey,2010,1253.167,1.708551130938752e-05,73346766.0,1240496805446.0,,72.0278947368421,,76
Turkey,2015,1589.021,1.985923202502675e-05,80014222.0,1727192876718.0,,57.245,30.964827586206898,93
Turkey,2016,1669.239,2.044331089785862e-05,81652087.0,1784590365590.0,23.010625,51.20863636363636,32.3675,99
Turkey,2017,1787.342,2.1512555530318612e-05,83083667.0,1918472081554.0,25.145,50.28619565217391,30.5114,100
Turkey,2018,1787.873,2.117932287832849e-05,84415966.0,1975637604336.0,22.94173913043478,48.82899999999999,27.411428571428573,112
Turkey,2019,1849.129,2.1663302196510284e-05,85357670.0,1991116616493.0,21.86659090909091,45.84943396226415,29.813582089552238,117
Turkmenistan,2019,350.677,5.154026128672742e-05,6803943.0,94329707021.0,22.08,,,1
Uganda,2013,19.117,5.409902637599913e-07,35337050.0,66855286085.0,104.3,170.4,,1
Uganda,2017,25.916,6.450395077987158e-07,40177384.0,81700865546.0,53.71,,,1
Uganda,2018,27.908,6.714167371913268e-07,41565839.0,86196050499.0,59.04,,,1
Uganda,2019,28.523,6.633311965710594e-07,42999636.0,92903828922.0,60.15,,,1
Ukraine,2018,1011.989,2.238472807004408e-05,45208903.0,431842093109.0,22.82,37.84,,1
Ukraine,2019,957.663,2.1301541317366946e-05,44957451.0,445656664440.0,23.36,31.19,,1
United Arab Emirates,2011,1020.931,0.00014180708044352365,7199436.0,551070287560.0,,152.86666666666667,21.099999999999998,3
United Arab Emirates,2012,1074.1,0.00014326831015955188,7497122.0,577394943300.0,,151.46333333333334,27.796666666666667,3
United Arab Emirates,2013,1131.859,0.00014451998639912838,7831851.0,606587973942.0,,132.23,24.786666666666665,3
United Arab Emirates,2014,1135.193,0.00013781832441409853,8236880.0,631858461256.0,,105.74333333333334,28.166666666666668,3
United Arab Emirates,2015,1223.079,0.0001409948985738071,8674633.0,674742705535.0,,141.81333333333333,26.13,3
United Arab Emirates,2017,1211.888,0.0001312372419006035,9234330.0,717500233045.0,32.79,116.52250000000001,44.041999999999994,5
United Arab Emirates,2018,1132.725,0.00012118762751594917,9346870.0,726928170282.0,51.53,112.718,39.477999999999994,5
United Arab Emirates,2019,1216.958,0.00012976933424541114,9377855.0,734982504070.0,45.64,103.564,35.094,5
United Arab Emirates,2020,1184.499,0.00012536332375124212,9448529.0,698549476819.0,,104.33999999999999,33.97833333333333,6
United Kingdom,2010,2475.146,3.928398985996394e-05,63006482.0,2190919919855.0,12.457954545454545,18.40081081081081,28.320138888888888,76
United Kingdom,2013,2388.473,3.709420369375785e-05,64389386.0,2296252599482.0,12.167962962962964,17.77,24.03494252873563,92
United Kingdom,2014,2255.708,3.4774935877724624e-05,64865914.0,2369725553442.0,11.78078431372549,16.56477272727273,23.699634146341467,89
United Kingdom,2015,2279.467,3.486377396800626e-05,65382107.0,2426435869267.0,9.732068965517241,15.437446808510638,22.853736263736263,98
United Kingdom,2016,2246.922,3.4099369558622744e-05,65893359.0,2478973016876.0,9.798867924528302,16.059302325581395,25.041685393258426,97
United Kingdom,2017,2251.043,3.392451025871308e-05,66354473.0,2539548543933.0,9.063207547169812,14.619347826086956,22.741134020618556,99
United Kingdom,2018,2246.424,3.365304533361633e-05,66752473.0,2582848171416.0,9.838596491228069,16.14979166666667,21.817941176470587,107
United Kingdom,2019,2192.985,3.267700335912356e-05,67110958.0,2624285076706.0,9.592131147540984,16.043035714285715,21.674392523364485,111
Uruguay,2014,46.396,1.3823378599863006e-05,3356343.0,64232518554.0,8.0,25.83,,1
Uruguay,2018,45.987,1.354735165728002e-05,3394538.0,66946183643.0,12.0,19.0,,1
Uzbekistan,2018,539.008,1.6649672823340112e-05,32373489.0,320808179800.0,43.09,,,1
Uzbekistan,2019,543.371,1.648342014336548e-05,32964700.0,339998944961.0,41.96,,,1
