country,year,primary_energy_consumption,per_capita_energy,population,gdp,pm25_concentration,pm10_concentration,no2_concentration,num_cities_measured
Hungary,2019,274.892,2.8135339321657595e-05,9770346.0,266658311342.0,14.804285714285713,23.453529411764706,17.78,18
Iceland,2010,56.386,0.00017722362436864124,318163.0,11531450215.0,7.735,20.95,7.23,3
Iceland,2013,58.717,0.00018128629693322753,323891.0,12380449213.0,,11.663333333333332,1.08,3
Iceland,2014,58.63,0.0001790136084539123,327517.0,12589333385.0,7.640000000000001,6.03,2.985,3
Iceland,2015,61.207,0.00018493663925163613,330962.0,13147880818.0,6.43,9.5225,11.4525,4
Iceland,2016,61.442,0.00018309687070694429,335571.0,13976682094.0,6.695,8.907499999999999,8.215,4
Iceland,2017,64.246,0.00018701333480818658,343537.0,14562998209.0,5.2,10.2425,7.814444444444444,9
Iceland,2018,66.459,0.00018834381907838804,352860.0,15275006901.0,4.333333333333333,9.415714285714285,7.721428571428571,7
Iceland,2019,63.328,0.00017556534491792555,360709.0,15550746271.0,3.9879999999999995,9.611428571428572,8.5325,8
India,2010,6247.89,5.024513572101087e-06,1243481565.0,5361371354007.0,,,20.173881578947366,152
India,2011,6587.01,5.222708263631916e-06,1261224956.0,5720692888000.0,,,20.542923976608186,171
India,2012,6937.768,5.42574986407741e-06,1278674501.0,6052427493607.0,,80.8,23.026134020618557,195
India,2013,7163.062,5.527781209877944e-06,1295829507.0,6424470752490.0,,,20.779132420091326,219
India,2014,7652.732,5.831642958748569e-06,1312277184.0,6875186158349.0,,,21.170090090090092,222
India,2016,8262.856,6.148213154810696e-06,1343944296.0,8057465593010.0,39.38616438356164,98.44258064516129,22.596913580246916,250
India,2017,8571.671,6.304287398140572e-06,1359657398.0,8550029645172.0,39.31032258064516,95.31203389830509,22.6059375,297
India,2018,9063.36,6.593169330181271e-06,1374659067.0,9173201683791.0,42.80317073170732,100.66373456790123,22.588548895899052,348
India,2019,9281.595,6.682068024884355e-06,1389030307.0,9595463242427.0,39.6319696969697,98.68629179331307,22.618123076923077,359
Indonesia,2011,1837.594,7.365991046563754e-06,249470029.0,2178184530109.0,17.0,,,1
Indonesia,2014,1856.634,7.1718660487911664e-06,258877395.0,2559933272409.0,33.0,,,1
Indonesia,2015,1896.461,7.2439512612963986e-06,261799249.0,2684763880628.0,31.485,,,2
Indonesia,2016,1884.228,7.120304977909149e-06,264627429.0,2819889903036.0,42.65,,,3
Indonesia,2017,2023.711,7.569614093617944e-06,267346654.0,2962852274581.0,30.060000000000002,,,2
Indonesia,2018,2131.562,7.896082296484528e-06,269951847.0,3116158974437.0,41.25,,,2
Indonesia,2019,2253.939,8.271658116468032e-06,272489381.0,3272568062078.0,46.35,,,1
Iraq,2015,471.319,1.2548250444249529e-05,37560535.0,436010743372.0,,208.13,,1
Iraq,2016,504.684,1.3119024701772526e-05,38469628.0,502280002568.0,,179.38,,1
Iraq,2017,598.461,1.5213553487755838e-05,39337358.0,485207548291.0,,191.0,61.845,2
Iraq,2018,622.69,1.54645541486512e-05,40265629.0,508026800522.0,,201.88666666666668,40.5,3
Iraq,2019,667.823,1.621237646803378e-05,41192172.0,537548265143.0,43.339999999999996,,54.416666666666664,3
Iraq,2020,594.768,1.412193699767137e-05,42116602.0,453147782672.0,,54.5,55.776666666666664,3
Ireland,2010,178.3,3.910873324553792e-05,4559084.0,221852442105.0,11.46,17.084999999999997,17.576666666666668,8
Ireland,2013,164.997,3.5677449236553574e-05,4624686.0,222738952818.0,10.876000000000001,16.52375,13.262857142857143,13
Ireland,2014,164.553,3.532517459398794e-05,4658236.0,236178350686.0,7.57,14.723749999999999,7.186,10
Ireland,2015,173.913,3.698311769257907e-05,4702497.0,249955928768.0,7.025999999999999,13.292857142857143,6.658333333333334,11
Ireland,2016,181.909,3.8268385482210395e-05,4753506.0,255118282428.0,8.866666666666667,13.75,14.577777777777776,14
Ireland,2017,182.73,3.7987567402829535e-05,4810258.0,266528546717.0,7.332857142857143,12.31,14.04875,13
Ireland,2018,186.853,3.834802205576167e-05,4872559.0,282500483309.0,7.87125,13.585999999999999,13.678888888888888,15
Ireland,2019,187.796,3.8065524771191524e-05,4933493.0,294503693886.0,8.896153846153847,14.208947368421054,16.474545454545453,22
Israel,2012,282.727,3.7162873116352846e-05,7607781.0,225909436249.0,21.20736842105263,50.71190476190476,,34
Israel,2013,267.183,3.447803298565341e-05,7749369.0,235885601546.0,22.178421052631577,53.31909090909091,,34
Israel,2014,260.622,3.300193626250812e-05,7897173.0,245129958334.0,19.813684210526315,42.892857142857146,,34
Israel,2015,275.029,3.4152721821511614e-05,8052916.0,251223879854.0,23.86684210526316,59.675714285714285,,33
Italy,2010,2062.27,3.427735411875751e-05,60164212.0,2080545936781.0,20.088117647058823,27.55427118644068,27.788501362397817,391
Italy,2013,1863.063,3.0716311824750356e-05,60653864.0,2010255414011.0,18.26977777777778,25.558449612403102,24.80948275862069,307
Italy,2014,1816.316,2.9940507385834297e-05,60664169.0,2010164047423.0,16.104313725490197,23.508475177304966,22.90990322580645,336
Italy,2015,1838.465,3.035006966699339e-05,60575314.0,2025809415322.0,18.68425414364641,26.739369369369367,23.551280653950954,390
Italy,2016,1834.538,3.0333921022622022e-05,60478103.0,2052012434345.0,16.37331550802139,23.637455621301775,21.959666666666667,406
Italy,2017,1847.626,3.059473921953415e-05,60390317.0,2086237040647.0,17.186587677725118,25.146406685236766,21.849133663366334,426
Italy,2018,1859.782,3.085367049752697e-05,60277496.0,2105551772855.0,15.28847926267281,23.329441489361706,19.44833729216152,438
Italy,2019,1839.953,3.059951502521132e-05,60130136.0,2115725732767.0,14.4304,22.60312668463612,19.411161137440757,435
Jamaica,2012,32.511,1.172652746758081e-05,2772432.0,19123987392.0,,37.85166666666667,,6
Jamaica,2014,34.758,1.2441315562275304e-05,2793756.0,19277035737.0,,38.185,,2
Jamaica,2015,35.92,1.2816962922153364e-05,2802536.0,19444553127.0,,41.465,,2
Japan,2010,5983.169,4.667594693190691e-05,128185273.0,4480295644398.0,10.642857142857142,,,14
Japan,2011,5669.594,4.426035916847956e-05,128096430.0,4468738319171.0,16.8,,,5
Japan,2012,5615.285,4.389400739475257e-05,127928283.0,4530172048567.0,14.558666666666666,,,15
Japan,2014,5431.795,4.260679128154025e-05,127486601.0,4634693421103.0,14.850666666666665,,26.891333333333332,15
Japan,2018,5317.67,4.1899977931413915e-05,126913432.0,4852985093686.0,11.471333333333332,,19.646666666666665,15
Jordan,2015,108.769,1.1395712607899857e-05,9544730.0,88475445240.0,19.0,101.37,,4
Jordan,2016,114.878,1.1480488077143666e-05,10006369.0,90239641982.0,,77.45666666666666,,3
Jordan,2017,118.0,1.1529937727588024e-05,10234227.0,92472176531.0,,68.9675,23.12,4
Jordan,2018,112.987,1.0799431483104591e-05,10462310.0,94246709824.0,,65.4375,20.825,4
Jordan,2019,110.709,1.0373885870107581e-05,10671893.0,96062846478.0,26.83,55.4025,23.36,4
Kazakhstan,2018,789.198,4.168433228708493e-05,18932725.0,460522121041.0,32.25,,,1
Kazakhstan,2019,798.712,4.1578889173700836e-05,19209556.0,481245619523.0,21.77,,,1
Kenya,2018,82.575,1.6446874087093922e-06,50207109.0,160257055688.0,5.91,14.55,,1
Kenya,2019,85.95,1.6786181872880502e-06,51202829.0,168452589868.0,10.79,22.75,,1
Kuwait,2014,437.235,0.00011927510980642807,3665769.0,218112639263.0,56.4525,142.36526315789473,,19
Kuwait,2015,468.668,0.0001222251344059732,3834465.0,219406044434.0,63.93333333333334,138.23181818181817,56.026363636363634,11
Kuwait,2016,465.955,0.00011637307516328768,4003976.0,225825859800.0,35.09166666666667,116.42923076923077,55.674285714285716,13
Kuwait,2017,466.991,0.00011240103343549909,4154686.0,215180426540.0,65.986,147.10500000000002,36.47,7
Kuwait,2018,482.382,0.00011157497046876884,4323389.0,220424403170.0,56.5,,,1
Kuwait,2019,442.856,9.969292249495238e-05,4442201.0,219207651814.0,40.74333333333333,112.01,28.158000000000005,6
Kuwait,2020,419.679,9.537842607949827e-05,4400146.0,199796812404.0,37.444,114.3375,26.844,5
Kyrgyzstan,2019,46.0,7.083422389404678e-06,6494036.0,31253353975.0,33.15,,,1
Latvia,2010,49.96,2.3815039702855422e-05,2097834.0,35881177042.0,21.49,26.072499999999998,34.62,4
Latvia,2013,44.583,2.214749697467069e-05,2013004.0,41350512828.0,14.100000000000001,21.551666666666666,17.582,6
Latvia,2014,41.015,2.0567629464740167e-05,1994153.0,42137028688.0,16.716,24.836000000000002,16.704,5
Latvia,2015,42.114,2.1292559586707747e-05,1977874.0,43774190659.0,16.195,21.222,15.712,5
Latvia,2016,44.979,2.2950073551059437e-05,1959863.0,44810998817.0,13.797999999999998,19.234,13.074000000000002,5
Latvia,2017,49.301,2.5378886738848317e-05,1942599.0,46295495418.0,12.712,18.137999999999998,12.110000000000001,5
Latvia,2018,43.999,2.2825959516203168e-05,1927586.0,48143398790.0,14.168000000000001,21.872,13.937999999999999,5
Latvia,2019,45.263,2.3645081903412636e-05,1914267.0,49380620266.0,11.434000000000001,19.875999999999998,13.040000000000001,5
Lebanon,2012,87.726,1.6755218267057468e-05,5235742.0,68494363923.0,30.3,51.3,,1
Lebanon,2014,91.607,1.4433133926569637e-05,6346993.0,72883563855.0,27.0,41.75,59.0,4
Lebanon,2015,100.63,1.554738762790712e-05,6472470.0,73219558993.0,15.0,43.0,47.0,1
Lebanon,2016,103.679,1.6396963432742466e-05,6323061.0,74358860056.0,19.0,55.0,,1
Lithuania,2010,66.198,2.1369903874493537e-05,3097721.0,56073777524.0,15.856666666666667,28.16111111111111,14.183333333333334,10
Lithuania,2013,63.416,2.1436208384445566e-05,2958359.0,63937849304.0,15.086000000000002,28.814,14.753333333333334,10
Lithuania,2014,61.205,2.086649567993138e-05,2933171.0,66199372603.0,14.290000000000001,26.693125000000002,13.906666666666666,16
Lithuania,2015,64.112,2.2063679484721952e-05,2905771.0,67539660018.0,12.479999999999999,23.052500000000002,13.650666666666666,16
Lithuania,2016,65.726,2.2908157201416887e-05,2869109.0,69240911932.0,11.041666666666666,21.219375,14.313999999999998,16
Lithuania,2017,69.15,2.444052751953917e-05,2829317.0,72206131673.0,11.74,19.968888888888888,14.001,11
Lithuania,2018,70.969,2.532359673646781e-05,2802485.0,75089601435.0,13.672,24.32,16.505555555555556,10
Lithuania,2019,70.597,2.5257803329234428e-05,2795057.0,78562641002.0,13.163999999999998,23.756,14.57,10
Luxembourg,2010,50.116,9.876669727916629e-05,507418.0,27526699944.0,14.073333333333332,19.126666666666665,23.734,5
Luxembourg,2013,45.692,8.40918878529441e-05,543358.0,29514812514.0,15.933333333333332,19.245,25.8275,6
Luxembourg,2014,44.274,7.958870003685162e-05,556285.0,30289014849.0,11.736666666666666,18.3175,20.123333333333335,5
Luxembourg,2015,43.034,7.555922323278435e-05,569540.0,30976491415.0,11.583333333333334,19.4625,21.956666666666667,5
Luxembourg,2016,42.459,7.276469509572228e-05,583511.0,32518554202.0,11.103333333333333,19.17,18.96,6
Luxembourg,2017,44.355,7.4358011486892e-05,596506.0,32946911821.0,9.84,18.4225,18.006,6
Luxembourg,2018,46.431,7.635308801547091e-05,608109.0,33348602359.0,9.483333333333333,18.6475,25.478571428571428,8
Luxembourg,2019,47.288,7.625042931984448e-05,620167.0,34122291521.0,7.986666666666667,15.855,21.266666666666666,7
Madagascar,2015,15.19,5.974034462903035e-07,25426703.0,32394175176.0,8.0,13.0,,1
Madagascar,2017,14.813,5.529636563675615e-07,26788379.0,35012614968.0,128.0,143.0,,1
Madagascar,2019,15.555,5.512134332077974e-07,28219559.0,37724649896.0,19.0,74.0,,1
Madagascar,2020,11.85,4.0927609592740927e-07,28953560.0,35031864099.0,32.0,106.0,,1
Malaysia,2010,935.187,3.263520522148208e-05,28655772.0,525056610488.0,21.0,,,1
Malaysia,2012,1040.679,3.5083598718733394e-05,29662835.0,587985572583.0,15.0,,,1
Malaysia,2014,1097.616,3.5757468212689855e-05,30696133.0,652563833807.0,,30.72,,6
Malaysia,2019,1241.298,3.711950058297416e-05,33440590.0,829053844392.0,20.966874999999998,29.320625,13.470625,16
Maldives,2011,4.89,1.308595788408892e-05,373683.0,,,20.0,,1
Malta,2010,30.377,7.187202771060962e-05,422654.0,9788869399.0,14.983333333333333,36.78333333333333,18.935000000000002,3
Malta,2013,26.091,6.089525903416213e-05,428457.0,10905471410.0,13.209999999999999,30.203333333333333,17.555,4
Malta,2014,26.636,6.13034932588252e-05,434494.0,11737898948.0,12.12,29.439999999999998,8.615,4
Malta,2015,29.116,6.543244834576091e-05,444978.0,12865695938.0,13.3125,29.80666666666667,17.476666666666667,5
Malta,2016,32.33,7.101186972298122e-05,455276.0,13300698899.0,11.8725,33.17,17.802500000000002,5
Malta,2017,36.796,7.864039905792239e-05,467902.0,14746505042.0,11.64,26.935,18.323333333333334,4
Malta,2018,38.336,7.911507346871388e-05,484560.0,15659758064.0,12.08125,31.53,15.655,8
Malta,2019,39.949,7.926121539551245e-05,504017.0,16757308198.0,11.8,29.87,14.9575,4
Mauritius,2010,20.876,1.6274917947158752e-05,1282710.0,20850923367.0,,29.174999999999997,,2
Mauritius,2011,21.487,1.670489088605036e-05,1286270.0,21190874379.0,,75.41000000000001,,2
Mauritius,2015,23.337,1.8058737908027886e-05,1292283.0,24404852680.0,,14.28,,2
Mauritius,2016,24.28,1.8795377328037392e-05,1291807.0,25347373765.0,,14.18,,2
Mauritius,2019,25.921,2.0152083273405484e-05,1286269.0,28193387492.0,,24.45,14.95,3
Mexico,2010,2125.454,1.870604720848426e-05,113623898.0,1638271507559.0,22.677142857142858,53.06583333333333,29.197142857142858,15
Mexico,2011,2221.887,1.9279932856605374e-05,115243503.0,1716088331953.0,26.82,57.78636363636363,26.894444444444446,24
Mexico,2012,2241.891,1.919128052366631e-05,116818208.0,1774999946047.0,23.88272727272727,51.56470588235294,26.451818181818183,19
Mexico,2013,2242.857,1.8952081317944333e-05,118343572.0,1803059285337.0,25.502727272727274,52.003,24.36357142857143,23
Mexico,2014,2230.574,1.8621594413924068e-05,119784265.0,1854551091374.0,23.052727272727275,45.080555555555556,24.44,20
Mexico,2015,2205.421,1.821573405182407e-05,121072310.0,1916008739051.0,24.638125,43.770833333333336,23.836923076923078,27
Mexico,2016,2276.179,1.861884643165968e-05,122251344.0,1961906742138.0,22.247142857142855,43.96416666666667,23.5925,26
Mexico,2017,2329.706,1.8879295123797843e-05,123400052.0,2007719438156.0,22.0,48.037826086956514,,26
Mexico,2018,2284.338,1.8337239414225377e-05,124573713.0,2051539127317.0,20.1492,49.479,50.63714285714286,44
Mongolia,2010,33.081,1.2244335962874282e-05,2701739.0,21791068014.0,46.03333333333333,165.1,,3
Mongolia,2011,35.164,1.2809346407871535e-05,2745183.0,26811268000.0,132.0,232.0,49.0,1
Mongolia,2012,41.81,1.4956377530305356e-05,2795463.0,30114910000.0,106.0,253.0,50.0,1
Mongolia,2013,47.489,1.6651781785182934e-05,2851887.0,33619040000.0,72.06,194.6,57.0,1
Mongolia,2014,48.975,1.681232773586091e-05,2913041.0,36271699000.0,64.21,186.5,39.0,1
Mongolia,2015,46.823,1.5730744007783564e-05,2976528.0,37107214000.0,75.0,141.0,37.0,1
Mongolia,2016,47.328,1.556424840051105e-05,3040815.0,37322351698.0,79.02,128.0,,1
Mongolia,2017,52.029,1.6759916904261765e-05,3104371.0,39053686549.0,86.0,132.0,,1
Mongolia,2018,56.915,1.796721547462934e-05,3167714.0,41646694213.0,74.0,136.0,,1
Mongolia,2019,62.505,1.9338712262361707e-05,3232118.0,43979841080.0,60.0,124.0,,1
Montenegro,2010,11.77,1.8620824948424904e-05,632088.0,9033097807.0,,46.785,24.525,4
Montenegro,2013,10.074,1.5909690318525456e-05,633199.0,9985414363.0,,45.855000000000004,19.310000000000002,4
Montenegro,2014,9.872,1.563566617092482e-05,631377.0,10205667487.0,,51.60999999999999,18.583333333333332,4
Montenegro,2015,10.784,1.7168010570807697e-05,628145.0,10689584516.0,,57.515,23.27,4
Montenegro,2016,10.211,1.635733348711886e-05,624246.0,10988665274.0,,52.403333333333336,21.060000000000002,4
Montenegro,2017,10.545,1.7004992646489666e-05,620112.0,11487747356.0,,44.55666666666667,17.8,4
Montenegro,2018,11.139,1.8088723899720363e-05,615798.0,12049855060.0,,46.77333333333333,19.990000000000002,3
Montenegro,2019,11.319,1.8505046013298e-05,611671.0,12539436047.0,,,14.89,1
Morocco,2011,204.747,6.220933421060668e-06,32912585.0,238103276789.0,,26.0,,2
Morocco,2012,208.422,6.248552326671493e-06,33355246.0,245270189355.0,,57.5,,1
Morocco,2013,213.979,6.333068078017916e-06,33787573.0,256393198875.0,,52.5,,3
Morocco,2016,223.324,6.376411878678232e-06,35023459.0,276121131010.0,,44.0,,6
Morocco,2018,241.814,6.747087592104411e-06,35839760.0,298981397583.0,,29.1575,16.313333333333336,4
Morocco,2019,263.841,7.2862300853165595e-06,36210907.0,307624970074.0,,30.11,10.71,3
Morocco,2020,242.404,6.625919030418808e-06,36584208.0,285515953096.0,,35.384,20.747999999999998,5
Myanmar,2012,75.687,1.5186771891684428e-06,49837451.0,210159799971.0,,105.5,,4
Myanmar,2013,87.861,1.7480372804796756e-06,50262658.0,226760324221.0,,82.75,,6
Myanmar,2014,105.416,2.0799644683917556e-06,50681635.0,245354667120.0,,48.42,,2
Myanmar,2015,96.812,1.8949653800637554e-06,51089060.0,263690038660.0,,54.8,6.1,2
Myanmar,2016,113.376,2.2016595132863615e-06,51495701.0,280587266112.0,,45.644999999999996,7.53,2
Myanmar,2017,148.843,2.8681602265685288e-06,51894939.0,296721043920.0,,24.634999999999998,,2
Myanmar,2019,151.755,2.882844417129721e-06,52640718.0,337037542855.0,18.08,,,1
Nepal,2013,21.681,7.858282840697664e-07,27589997.0,64655772000.0,49.11,,,1
Nepal,2016,32.492,1.1622769653925702e-06,27955471.0,70942615519.0,42.0,64.17,,1
Nepal,2017,37.349,1.3333567524885886e-06,28011258.0,77349484140.0,39.28,46.995000000000005,,4
Nepal,2018,41.984,1.4951733081934528e-06,28079688.0,83234791901.0,49.019999999999996,62.455,,4
Nepal,2019,36.389,1.2806685252297227e-06,28414066.0,88775779267.0,26.095454545454547,36.873636363636365,,11
Nepal,2020,45.608,1.5745041354554109e-06,28966580.0,86672124340.0,36.585,50.004999999999995,,2
Netherlands,2010,1170.651,6.980113327393002e-05,16771232.0,728193221597.0,16.920526315789473,25.34029411764706,25.18342857142857,40
Netherlands,2013,1062.885,6.264400692494507e-05,16967066.0,735982982299.0,14.3271875,21.87839285714286,23.470769230769232,61
Netherlands,2014,1016.331,5.9678562966655776e-05,17030085.0,746458868661.0,13.5278125,20.947222222222223,23.088979591836736,59
Netherlands,2015,1026.468,6.0001301189091595e-05,17107429.0,761083250759.0,12.5436,19.17222222222222,21.693653846153843,58
Netherlands,2016,1044.043,6.0683616964278286e-05,17204693.0,777764090323.0,10.841612903225805,18.031960784313725,22.398000000000003,55
Netherlands,2017,1052.102,6.0761140849612514e-05,17315376.0,800404023156.0,11.092058823529412,18.80549019607843,21.72352941176471,56
Netherlands,2018,1026.139,5.890145302140456e-05,17421285.0,819300805024.0,12.340625,20.0575,20.963260869565215,52
Netherlands,2019,1021.537,5.824870755560725e-05,17537505.0,835323029559.0,10.91125,18.39,19.656458333333333,53
New Zealand,2012,237.851,5.3913904039321055e-05,4411682.0,146280651356.0,10.655,16.065,,40
New Zealand,2014,250.675,5.5422580177299194e-05,4522976.0,154422989929.0,10.025,16.978484848484847,12.382499999999999,33
New Zealand,2015,252.217,5.466300103922056e-05,4614035.0,160782215776.0,7.800909090909091,16.261764705882353,9.753333333333332,34
New Zealand,2016,255.684,5.4230452060419515e-05,4714768.0,167418113760.0,8.94357142857143,15.948484848484847,9.47,36
New Zealand,2017,259.835,5.398889491224246e-05,4812749.0,174187918857.0,11.382222222222222,18.90153846153846,22.51,14
Nigeria,2010,240.845,1.44527620044607e-06,166642888.0,809999411809.0,27.43,,,1
North Macedonia,2010,33.899,1.6523926278692282e-05,2051510.0,22583127369.0,,60.331999999999994,17.669999999999998,7
North Macedonia,2013,30.12,1.4960661209568466e-05,2013280.0,23771197646.0,44.5,83.4275,23.43,4
North Macedonia,2014,27.963,1.3996602333918299e-05,1997842.0,24633991465.0,,35.675,4.6,3
North Macedonia,2016,30.592,1.5598072267533045e-05,1961268.0,26312536822.0,40.18,59.17625,22.39,8
North Macedonia,2017,29.433,1.5164794059592648e-05,1940877.0,26597107306.0,43.48,51.06333333333333,22.203333333333333,9
North Macedonia,2018,30.426,1.5849103780219092e-05,1919730.0,27363281668.0,,45.04625,24.345,8
North Macedonia,2019,31.058,1.63666190110574e-05,1897643.0,28433274864.0,,34.78666666666667,19.90857142857143,8
Norway,2010,497.932,0.00010184407955558828,4889160.0,383760934305.0,10.549999999999999,20.74230769230769,30.13153846153846,16
Norway,2013,523.236,0.00010299665795690894,5080126.0,414445317738.0,8.92125,20.697999999999997,30.37181818181818,15
Norway,2014,541.939,0.00010548902488945277,5137397.0,422933730082.0,7.22,16.76611111111111,21.05235294117647,19
Norway,2015,549.27,0.00010583691746292759,5189777.0,430788988142.0,6.521875,15.535,21.5405,22
Norway,2016,557.634,0.00010650052884143428,5235974.0,435806553454.0,6.5295000000000005,14.564,21.10818181818182,27
Norway,2017,560.158,0.00010615472576503177,5276807.0,446543702505.0,6.038333333333333,13.15,19.135185185185183,30
Norway,2018,551.629,0.0001038506887841693,5311751.0,450245217440.0,7.0421875,14.82857142857143,19.499333333333333,36
Norway,2019,515.945,9.647919969078487e-05,5347733.0,455304831150.0,6.451612903225806,13.632285714285715,19.421612903225807,36
Pakistan,2010,749.47,3.761662221955608e-06,199239048.0,805491514683.0,95.33333333333333,395.3333333333333,,3
Pakistan,2011,753.328,3.6973866720343937e-06,203746069.0,845096928750.0,66.1,,,1
Pakistan,2013,775.379,3.673494021733489e-06,211073979.0,918328534363.0,36.5,148.17,,1
Pakistan,2018,967.48,4.2633619157521734e-06,226928893.0,1165406508457.0,37.83,,29.2,1
Pakistan,2019,973.635,4.2185059341274345e-06,230800908.0,1172330212219.0,71.855,,22.54,4
Pakistan,2020,959.67,4.083671804224262e-06,235001745.0,1202026422230.0,32.29,,21.06,1
Panama,2013,91.481,2.3914519337270767e-05,3825333.0,67546261000.0,14.0,31.1,,1
Paraguay,2010,30.518,5.318602928246613e-06,5737973.0,45961696292.0,18.4,,,1
Peru,2010,225.286,7.745507713138212e-06,29086021.0,230353256282.0,30.57,68.22333333333333,19.1425,6
Peru,2011,248.556,8.481957957872287e-06,29304083.0,244711917914.0,36.0625,58.839999999999996,12.775,6
Peru,2012,256.725,8.687709360766992e-06,29550367.0,259737230567.0,30.37,60.75333333333333,14.5975,6
Peru,2013,262.581,8.806150988191391e-06,29817908.0,274939626306.0,34.52166666666667,65.3409090909091,19.64,11
Peru,2014,268.829,8.926502926617485e-06,30115825.0,281488723310.0,32.928333333333335,72.49384615384616,17.455714285714286,13
Peru,2015,281.669,9.247905891987935e-06,30457598.0,290642734598.0,27.425,74.98615384615385,16.503,13
Peru,2016,298.938,9.684869650093433e-06,30866497.0,302131843581.0,27.5,79.36999999999999,29.692857142857143,13
Peru,2017,303.59,9.691731802559639e-06,31324639.0,309742529723.0,23.398,65.87666666666667,26.875,6
Peru,2018,318.425,9.982729102731586e-06,31897590.0,322061010919.0,25.99,71.85333333333334,18.823333333333334,6
Peru,2019,326.585,1.0064469183343295e-05,32449302.0,329252610797.0,30.14,,,1
Philippines,2012,359.886,3.5925546713707308e-06,100175511.0,631700459807.0,,56.375,,4
Philippines,2013,385.732,3.7788582807058887e-06,102076334.0,674346563689.0,32.5,48.79714285714285,,9
Philippines,2014,405.675,3.909475107661023e-06,103767127.0,717154029846.0,30.333333333333332,49.965999999999994,,8
Philippines,2015,444.452,4.220296170876853e-06,105312988.0,762678999551.0,29.928571428571427,55.73666666666667,,19
Philippines,2016,485.422,4.547887019004631e-06,106735721.0,817202925336.0,26.833333333333332,52.6,,16
Philippines,2017,532.517,4.92525454960836e-06,108119691.0,873843247356.0,39.2,56.25,,10
Philippines,2018,550.443,5.02847094426759e-06,109465284.0,929253628653.0,18.0,52.6,,7
Poland,2010,1157.25,3.03777184809613e-05,38095356.0,795619859853.0,29.421463414634147,37.05213235294118,17.919270833333332,167
Poland,2013,1131.318,2.9569777173200938e-05,38259267.0,863601156195.0,24.482698412698415,32.988957055214726,16.83212962962963,179
Poland,2014,1089.354,2.846859487910045e-05,38265113.0,896737189458.0,24.815303030303028,34.51909677419355,16.70656862745098,173
Poland,2015,1103.013,2.8824647181852946e-05,38266314.0,936043804062.0,23.29514285714286,32.82601226993865,16.503333333333334,175
Poland,2016,1150.245,3.006134344015643e-05,38263260.0,963689941627.0,22.398028169014083,31.040853658536584,16.367064220183487,176
Poland,2017,1208.289,3.1585155850623724e-05,38254964.0,1013223736654.0,22.874399999999998,31.740173410404626,16.223963963963964,187
Poland,2018,1222.083,3.195734324379522e-05,38241070.0,1073462064151.0,23.2772,32.182500000000005,16.15808695652174,192
Poland,2019,1187.268,3.105926863588034e-05,38225884.0,1121231497071.0,18.734772727272727,26.367195767195764,14.611487603305784,199
Portugal,2010,304.105,2.8747027387875914e-05,10578659.0,267277408809.0,8.046,24.167441860465118,21.375652173913043,50
Portugal,2013,289.661,2.769679202722205e-05,10458287.0,250405237435.0,6.382857142857143,20.347727272727273,14.872499999999999,30
Portugal,2014,291.774,2.8038468978550582e-05,10406203.0,252388910611.0,7.62,18.332424242424242,12.985999999999999,36
Portugal,2015,289.522,2.791847922097258e-05,10370264.0,256911888409.0,9.849285714285715,20.24897435897436,15.911081081081083,41
Portugal,2016,309.867,2.994932429003892e-05,10346377.0,262100101273.0,7.197692307692307,17.984473684210524,14.715714285714284,44
Portugal,2017,301.878,2.9221056413816574e-05,10330838.0,271290329012.0,9.309166666666666,20.278,18.275172413793104,42
Portugal,2018,304.09,2.9450803386421093e-05,10325355.0,279020275961.0,7.857777777777778,17.94302325581395,18.089189189189188,50
Portugal,2019,293.057,2.8333251798424824e-05,10343218.0,286505655767.0,6.546428571428572,17.427297297297297,16.27230769230769,49
Qatar,2016,586.515,0.00022563632432632063,2599382.0,372311173588.0,38.0,139.66666666666666,,3
Qatar,2017,564.071,0.00020839681739790952,2706716.0,366733973367.0,44.0,148.0,29.0,1
Qatar,2018,573.353,0.0002076505245651802,2761144.0,371263146890.0,44.0,181.0,47.0,1
Qatar,2019,585.209,0.00020915806595382937,2797927.0,373817411294.0,41.0,208.0,42.0,1
Qatar,2020,513.361,0.00018312248628884827,2803375.0,360517012801.0,33.0,108.0,28.0,1
Qatar,2021,543.069,0.00019292053820478097,2814988.0,366245595916.0,38.0,150.0,30.0,1
Romania,2010,396.424,1.9401568329004053e-05,20432575.0,335489566640.0,15.781578947368422,25.577894736842108,21.23,62
Romania,2013,369.577,1.8420904282443932e-05,20062913.0,357789262640.0,16.054,24.576666666666668,20.753548387096775,54
Romania,2014,379.116,1.8986007687531246e-05,19968179.0,372532510801.0,14.504285714285714,22.85275,17.030625,45
Romania,2015,381.136,1.9180496942834033e-05,19871018.0,384306463712.0,16.768333333333334,24.475405405405407,16.298846153846153,53
Romania,2016,381.085,1.9269052728746335e-05,19777049.0,395288226514.0,16.232499999999998,22.267096774193547,18.616666666666667,48
Romania,2017,387.936,1.970277923583775e-05,19689405.0,456012361225.0,19.143333333333334,24.528245614035086,18.98445945945946,81
Romania,2018,392.051,2.0004771946181507e-05,19597874.0,473122658487.0,18.269166666666667,24.48625,20.11270588235294,92
Romania,2019,383.818,1.96814180129961e-05,19501542.0,456564507688.0,15.9575,23.48,21.2075,78
